,Elapsed Time,EMG
0,00:00:00,0.31759434938430703
1,00:00:00.004,-0.31052743643522274
2,00:00:00.008,-0.2433312609791755
3,00:00:00.012,-0.0059882490895688395
4,00:00:00.016,0.1095920391380791
5,00:00:00.02,0.1296065431088208
6,00:00:00.024,0.12628524005413105
7,00:00:00.028,0.027632649056613404
8,00:00:00.032,-0.057872878387570104
9,00:00:00.036,-0.07316552288830239
10,00:00:00.04,-0.052821362391114485
11,00:00:00.044,-0.01198563658908823
12,00:00:00.048,0.00234961439855403
13,00:00:00.052,0.00557175232097501
14,00:00:00.056,0.03579987771809107
15,00:00:00.06,0.070638588629663
16,00:00:00.064,0.01015789853408934
17,00:00:00.068,-0.0799404177814722
18,00:00:00.072,-0.077931646257639
19,00:00:00.076,0.00492655928246681
20,00:00:00.08,0.06067782966420063
21,00:00:00.084,0.03155578812584283
22,00:00:00.088,0.031349171185866026
23,00:00:00.092,0.0010300197172909901
24,00:00:00.096,-0.026473478646948947
25,00:00:00.1,-0.04405478108674288
26,00:00:00.104,-0.024047473008977298
27,00:00:00.108,0.011031201123842033
28,00:00:00.112,0.013068791478872339
29,00:00:00.116,0.02457509865053002
30,00:00:00.12,0.02353697869693858
31,00:00:00.124,0.005496574201970362
32,00:00:00.128,-0.018734843004494888
33,00:00:00.132,-0.020864984195213772
34,00:00:00.136,-0.027790592052042512
35,00:00:00.14,-0.008970602735644205
36,00:00:00.144,0.04801131773274389
37,00:00:00.148,0.05227973521687092
38,00:00:00.152,-0.02621207968331869
39,00:00:00.156,-0.048960138577967854
40,00:00:00.16,-0.011201733752386592
41,00:00:00.164,-0.00375648471526802
42,00:00:00.168,0.0009132602717727397
43,00:00:00.172,0.04383582063019282
44,00:00:00.176,0.0389039380243049
45,00:00:00.18,-0.03304880997166045
46,00:00:00.184,-0.03044301643967632
47,00:00:00.188,-0.0100353080779314
48,00:00:00.192,0.023213649634271822
49,00:00:00.196,0.01335318572819233
50,00:00:00.2,-0.019245238101575562
51,00:00:00.204,-0.009242552798241382
52,00:00:00.208,-0.005156436935067162
53,00:00:00.212,0.03531094174832099
54,00:00:00.216,0.01693267445079982
55,00:00:00.22,-0.024864801249350383
56,00:00:00.224,-0.03512957785278554
57,00:00:00.228,-0.0009583428036420722
58,00:00:00.232,0.02652270812541246
59,00:00:00.236,0.01942679425701495
60,00:00:00.24,-0.025937156751751858
61,00:00:00.244,0.0046213865280151315
62,00:00:00.248,0.0336566269397735
63,00:00:00.252,-0.00601331866346301
64,00:00:00.256,-0.05481989402323953
65,00:00:00.26,0.00753939524292946
66,00:00:00.264,0.02009040955454116
67,00:00:00.268,0.007999280875083066
68,00:00:00.272,0.004955986049026209
69,00:00:00.276,-0.01683953707106412
70,00:00:00.28,-0.006795970955863599
71,00:00:00.284,0.011615278519457196
72,00:00:00.288,0.01832930557429791
73,00:00:00.292,-0.01185655353037874
74,00:00:00.296,0.001756317375111389
75,00:00:00.3,0.011261800536885922
76,00:00:00.304,-0.00015992502449080565
77,00:00:00.308,-0.040967500535771195
78,00:00:00.312,-0.02314816904254255
79,00:00:00.316,0.028504453250207014
80,00:00:00.32,0.010866952827200241
81,00:00:00.324,0.004786232311744241
82,00:00:00.328,0.06911097047850497
83,00:00:00.332,-0.007803989690728487
84,00:00:00.336,-0.06207964872010052
85,00:00:00.34,-0.05934543150942768
86,00:00:00.344,-0.005825970321893701
87,00:00:00.348,0.06850373407360164
88,00:00:00.352,0.02976214990485455
89,00:00:00.356,0.002400793135166159
90,00:00:00.36,-0.020439856220036787
91,00:00:00.364,-0.02787261118646712
92,00:00:00.368,0.028329816646873965
93,00:00:00.372,0.0037983907386660498
94,00:00:00.376,-0.026149919955059893
95,00:00:00.38,-0.01189094036817551
96,00:00:00.384,0.00228892918676138
97,00:00:00.388,0.0014767159009352396
98,00:00:00.392,0.013706473137062858
99,00:00:00.396,0.024561675731092643
100,00:00:00.4,0.013466982192767273
101,00:00:00.404,-0.0008942657150327899
102,00:00:00.408,-0.02582818595692518
103,00:00:00.412,-0.050183815881609986
104,00:00:00.416,0.02325607370585206
105,00:00:00.42,0.020336774643510597
106,00:00:00.424,-0.010054570157080889
107,00:00:00.428,0.010344389360398009
108,00:00:00.432,0.006890531862154604
109,00:00:00.436,0.00735090393573043
110,00:00:00.44,-0.021427951753139492
111,00:00:00.444,0.002643629675731108
112,00:00:00.448,0.01028536923695356
113,00:00:00.452,0.01092011807486416
114,00:00:00.456,-0.012442400911822908
115,00:00:00.46,-0.02544522192329165
116,00:00:00.464,-0.019939897116273628
117,00:00:00.468,0.021831600490258993
118,00:00:00.472,0.07770428678486493
119,00:00:00.476,-0.026141106034629047
120,00:00:00.48,-0.01711928145959974
121,00:00:00.484,-0.032785590039566076
122,00:00:00.488,-0.022722417023032907
123,00:00:00.492,-0.00026454543694854043
124,00:00:00.496,0.04489459167234601
125,00:00:00.5,-0.0019680233672261195
126,00:00:00.504,0.021932383242528893
127,00:00:00.508,0.0131365081761032
128,00:00:00.512,-0.029240727366413876
129,00:00:00.516,-0.008549428865080666
130,00:00:00.52,-0.03307085437700154
131,00:00:00.524,0.00227473909035325
132,00:00:00.528,0.02329019922763108
133,00:00:00.532,0.0208435608074069
134,00:00:00.536,0.00385914929211139
135,00:00:00.54,-0.0021817644592374494
136,00:00:00.544,-0.00248643517261371
137,00:00:00.548,-0.02986092306673527
138,00:00:00.552,-0.004832478938624259
139,00:00:00.556,0.02475838456302882
140,00:00:00.56,0.0033658989705145506
141,00:00:00.564,-0.01156882965005932
142,00:00:00.568,0.01294508017599588
143,00:00:00.572,0.018136436818167567
144,00:00:00.576,-0.031474879011511886
145,00:00:00.58,-0.03017821650564656
146,00:00:00.584,0.01279069203883414
147,00:00:00.588,0.0277816357556731
148,00:00:00.592,0.00765469996258616
149,00:00:00.596,0.009630567161366338
150,00:00:00.6,0.023606287315487938
151,00:00:00.604,-0.006491220789030194
152,00:00:00.608,-0.08968676626682281
153,00:00:00.612,-0.027933567995205532
154,00:00:00.616,0.06656486797146502
155,00:00:00.62,0.03752362146042286
156,00:00:00.624,0.00234049232676625
157,00:00:00.628,-0.02100957091897717
158,00:00:00.632,-0.014297229703515768
159,00:00:00.636,0.008374691940844059
160,00:00:00.64,0.026740184752270538
161,00:00:00.644,-0.006434135953895745
162,00:00:00.648,-0.03738774312660098
163,00:00:00.652,-0.042838981375098256
164,00:00:00.656,0.01822072314098477
165,00:00:00.66,0.050453009549528374
166,00:00:00.664,0.03289021877571942
167,00:00:00.668,-0.00357800303027034
168,00:00:00.672,-0.02252564206719402
169,00:00:00.676,-0.03083946416154511
170,00:00:00.68,-0.0018294389592483599
171,00:00:00.684,-0.0014655779814347603
172,00:00:00.688,0.01864333252888174
173,00:00:00.692,-7.365350029431582e-05
174,00:00:00.696,0.00404609902761876
175,00:00:00.7,0.00452192273223773
176,00:00:00.704,-0.004853520775213789
177,00:00:00.708,-0.02547371247783302
178,00:00:00.712,0.01788609882351012
179,00:00:00.716,0.00028223940171300996
180,00:00:00.72,-0.00806538376491517
181,00:00:00.724,0.018990301759913533
182,00:00:00.728,0.03293791110627354
183,00:00:00.732,-0.046506360173225424
184,00:00:00.736,-0.009233003947883869
185,00:00:00.74,0.0028304352890699985
186,00:00:00.744,0.01528981979936361
187,00:00:00.748,-0.012357786763459451
188,00:00:00.752,-0.0106039275415242
189,00:00:00.756,0.03546359878964714
190,00:00:00.76,0.0016113802848849443
191,00:00:00.764,-0.01679076298023578
192,00:00:00.768,-0.02067214227281514
193,00:00:00.772,0.03498993488028645
194,00:00:00.776,-0.0011647492647171116
195,00:00:00.78,-0.01644434279296552
196,00:00:00.784,0.000636137672699989
197,00:00:00.788,-0.015444429125636854
198,00:00:00.792,0.006373240987159077
199,00:00:00.796,0.023405588261084614
200,00:00:00.8,0.0012040594592690503
201,00:00:00.804,-0.027393938042223454
202,00:00:00.808,0.00896173005457968
203,00:00:00.812,0.008549129706807428
204,00:00:00.816,-0.003980018649599516
205,00:00:00.82,-0.01120326668024067
206,00:00:00.824,0.00649696122854948
207,00:00:00.828,0.017247798357857426
208,00:00:00.832,0.0005920424591750288
209,00:00:00.836,-0.021919498220086098
210,00:00:00.84,0.022695699706673657
