Elapsed_Time,EMG
00:00:00,-0.00025749300000000013
00:00.0,-0.0002861019999999999
00:00.0,-0.000314712
00:00.0,-0.00029182500000000076
00:00.0,-0.00025749300000000013
00:00.0,-0.00032615700000000053
00:00.0,-0.00030326899999999924
00:00.0,-0.00029754700000000044
00:00.0,-0.000320435
00:00.0,-0.0003376009999999999
00:00.0,-0.00032615699999999966
00:00.0,-0.0003604890000000003
00:00.0,-0.00035476699999999976
00:00.1,-0.00038337699999999985
00:00.1,-0.00040054299999999973
00:00.1,-0.0003032690000000001
00:00.1,-0.0003662120000000003
00:00.1,-0.00037193299999999964
00:00.1,-0.0002746590000000009
00:00.1,-0.00029182499999999903
00:00.1,-0.0002460489999999999
00:00.1,-0.0003032690000000001
00:00.1,-0.00032615699999999966
00:00.1,-0.0003147130000000003
00:00.1,-0.00029754700000000044
00:00.1,-0.000268936
00:00.1,-0.00026893700000000034
00:00.1,-0.00028610299999999936
00:00.1,-0.00036049000000000064
00:00.1,-0.0002918249999999999
00:00.1,-0.00025749300000000013
00:00.1,-0.0002632149999999998
00:00.1,-0.00036048899999999943
00:00.1,-0.00036621099999999997
00:00.1,-0.00035476699999999976
00:00.1,-0.0003089900000000003
00:00.1,-0.0003376009999999999
00:00.1,-0.0003662109999999991
00:00.2,-0.00032615700000000053
00:00.2,-0.0002746590000000009
00:00.2,-0.00041770999999999996
00:00.2,-0.00042915400000000017
00:00.2,-0.0002574919999999998
00:00.2,-0.0001602170000000007
00:00.2,-0.00022316000000000003
00:00.2,-0.00026321400000000033
00:00.2,-0.00029754700000000044
00:00.2,-0.0003032690000000001
00:00.2,-0.0003089909999999998
00:00.2,-0.000303269000000001
00:00.2,-0.0003147130000000003
00:00.2,-0.0003089909999999998
00:00.2,-0.0002918249999999999
00:00.2,-0.00026893700000000034
00:00.2,-0.0002861030000000002
00:00.2,-0.000268936
00:00.2,-0.0002746579999999997
00:00.2,-0.0003032690000000001
00:00.2,-0.0003547670000000006
00:00.2,-0.0003604890000000003
00:00.2,-0.00033187899999999933
00:00.2,-0.0005207060000000001
00:00.2,-0.0003719330000000005
00:00.3,-0.0002861030000000002
00:00.3,-0.00023460400000000024
00:00.3,-0.00017166100000000004
00:00.3,-0.0002288819999999997
00:00.3,-0.00026893600000000087
00:00.3,-0.0002861030000000011
00:00.3,-0.000320435
00:00.3,-0.0003433230000000004
00:00.3,-0.00029754699999999957
00:00.3,-0.0002861030000000002
00:00.3,-0.000320435
00:00.3,-0.00029754699999999957
00:00.3,-0.0002574919999999998
00:00.3,-0.00021743800000000122
00:00.3,-0.0002689369999999995
00:00.3,-0.000268936
00:00.3,-0.0002918240000000004
00:00.3,-0.00032615700000000053
00:00.3,-0.0004577629999999999
00:00.3,-0.00045776400000000026
00:00.3,-0.0003318790000000002
00:00.3,-0.00018310599999999972
00:00.3,-0.00017738399999999918
00:00.3,-0.00025749300000000013
00:00.3,-0.0002574919999999998
00:00.4,-0.0002861019999999999
00:00.4,-0.0002918249999999999
00:00.4,-0.0003032690000000001
00:00.4,-0.00029754700000000044
00:00.4,-0.0003089909999999998
00:00.4,-0.00025176999999999925
00:00.4,-0.0002460479999999996
00:00.4,-0.0003318790000000002
00:00.4,-0.00034332200000000007
00:00.4,-0.00028610200000000075
00:00.4,-0.0003376009999999999
00:00.4,-0.000314712
00:00.4,-0.000371934
00:00.4,-0.0003089909999999998
00:00.4,-0.00019454999999999906
00:00.4,-0.00021171700000000016
00:00.4,-0.0002861019999999999
00:00.4,-0.0002746579999999997
00:00.4,-0.00025177100000000046
00:00.4,-0.000320435
00:00.4,-0.0002746579999999997
00:00.4,-0.0002288819999999997
00:00.4,-0.00029182500000000076
00:00.4,-0.00023460400000000024
00:00.4,-0.0002632149999999998
00:00.5,-0.00033187799999999986
00:00.5,-0.0003662120000000003
00:00.5,-0.00023460400000000024
00:00.5,-0.0002460479999999996
00:00.5,-0.0003147130000000003
00:00.5,-0.00013732799999999906
00:00.5,-0.00018310599999999885
00:00.5,-0.0003089900000000003
00:00.5,-0.0003089909999999989
00:00.5,-0.00022888200000000056
00:00.5,-0.00026321399999999946
00:00.5,-0.0003604890000000003
00:00.5,-0.00030326799999999977
00:00.5,-0.00023460399999999937
00:00.5,-0.00030326799999999977
00:00.5,-0.00032615699999999966
00:00.5,-0.00026321400000000033
00:00.5,-0.0003089909999999989
00:00.5,-0.0003490450000000001
00:00.5,-0.00025749300000000013
00:00.5,-0.0002288819999999997
00:00.5,-0.00020599400000000014
00:00.5,-0.00025749300000000013
00:00.5,-0.00025176999999999925
00:00.5,-0.0002803800000000002
00:00.6,-0.00030326799999999977
00:00.6,-0.00037193299999999964
00:00.6,-0.00036048999999999977
00:00.6,-0.00023460400000000024
00:00.6,-0.00017738399999999918
00:00.6,-0.00026321399999999946
00:00.6,-0.00025749300000000013
00:00.6,-0.00037765599999999965
00:00.6,-0.000268936
00:00.6,-0.0002746579999999997
00:00.6,-0.0002574919999999998
00:00.6,-0.00024032600000000078
00:00.6,-0.00029754699999999957
00:00.6,-0.000320435
00:00.6,-0.00026321400000000033
00:00.6,-0.0002517700000000001
00:00.6,-0.00023460400000000024
00:00.6,-0.00026893599999999913
00:00.6,-0.00027465800000000054
00:00.6,-0.0003089909999999998
00:00.6,-0.00038909999999999986
00:00.6,-0.0002117149999999986
00:00.6,-0.00034904500000000095
00:00.6,-0.000320435
00:00.6,-0.00022315999999999916
00:00.7,-0.0002574919999999998
00:00.7,-0.0002918240000000004
00:00.7,-0.000268936
00:00.7,-0.00027465800000000054
00:00.7,-0.0003204349999999991
00:00.7,-0.0003089909999999998
00:00.7,-0.0003261559999999993
00:00.7,-0.0003490450000000001
00:00.7,-0.0004634849999999996
00:00.7,-0.00030326799999999977
00:00.7,-0.00025749300000000013
00:00.7,-0.00021171599999999981
00:00.7,-0.00019454999999999993
00:00.7,-0.0002918249999999999
00:00.7,-0.000268936
00:00.7,-0.0002403259999999999
00:00.7,-0.0002574919999999998
00:00.7,-0.00032615699999999966
00:00.7,-0.0003261559999999993
00:00.7,-0.000268936
00:00.7,-0.0002861030000000002
00:00.7,-0.0002861030000000002
00:00.7,-0.0002975460000000001
00:00.7,-0.00030899100000000065
00:00.7,-0.0002861030000000002
00:00.8,-0.0002918249999999999
00:00.8,-0.0003318790000000002
00:00.8,-0.0004119880000000003
00:00.8,-0.0002746579999999997
00:00.8,-0.0003490450000000001
00:00.8,-0.0003776550000000002
00:00.8,-0.0002861030000000002
00:00.8,-0.00021743799999999949
00:00.8,-0.00021743800000000035
00:00.8,-0.00024604899999999905
00:00.8,-0.00025177100000000046
00:00.8,-0.00025749300000000013
00:00.8,-0.00028038100000000055
00:00.8,-0.000268936
00:00.8,-0.00029754700000000044
00:00.8,-0.0002975460000000001
00:00.8,-0.00025749300000000013
00:00.8,-0.00023460400000000024
00:00.8,-0.0002746579999999997
00:00.8,-0.0002803809999999997
00:00.8,-0.000274659
00:00.8,-0.000268936
00:00.8,-0.0003032690000000001
00:00.8,-0.00026321399999999946
00:00.8,-0.00024604800000000045
00:00.9,-0.0002803800000000002
00:00.9,-0.0002746579999999997
00:00.9,-0.000303269000000001
00:00.9,-0.0003719330000000005
00:00.9,-0.000274659
00:00.9,-0.0002346049999999997
00:00.9,-0.00030899100000000065
00:00.9,-0.0003547680000000001
00:00.9,-0.0003776560000000005
00:00.9,-0.00016593999999999984
00:00.9,-0.00016021600000000035
00:00.9,-0.0002403259999999999
00:00.9,-0.00024604800000000045
00:00.9,-0.00027465800000000054
00:00.9,-0.000320435
00:00.9,-0.0002803800000000002
00:00.9,-0.0002746579999999997
00:00.9,-0.00021743799999999949
00:00.9,-0.0002059929999999998
00:00.9,-0.0002403259999999999
00:00.9,-0.00032043399999999965
00:00.9,-0.00037193299999999964
00:00.9,-0.00022316100000000037
00:00.9,-0.00018310599999999972
00:00.9,-0.00024032599999999904
00:01.0,-0.0002975460000000001
00:01.0,-0.00024604800000000045
00:01.0,-0.00021171500000000034
00:01.0,-0.0002918249999999999
00:01.0,-0.00033187899999999933
00:01.0,-0.0003776560000000005
00:01.0,-0.00012016200000000005
00:01.0,-0.00010299600000000016
00:01.0,-0.00020599400000000014
00:01.0,-0.00028037999999999935
00:01.0,-0.00040054299999999973
00:01.0,-0.0003147119999999991
00:00:01,-0.0001659389999999995
00:01.0,-0.00021171499999999947
00:01.0,-0.00014305099999999994
00:01.0,-0.00013160699999999973
00:01.0,-0.00015449500000000015
00:01.0,-0.00025749200000000066
00:01.0,-0.0002861019999999999
00:01.0,-0.0002517700000000001
00:01.0,-0.00025176999999999925
00:01.0,-0.0002231600000000009
00:01.0,-0.00026321399999999946
00:01.0,-0.0003147130000000003
00:01.0,-0.0002288819999999997
00:01.1,-0.0002460470000000001
00:01.1,-0.0002746579999999997
00:01.1,-0.00029754700000000044
00:01.1,-0.00019454999999999993
00:01.1,-0.00013732900000000027
00:01.1,-0.00018882699999999992
00:01.1,-0.00021171600000000068
00:01.1,-0.00021743799999999949
00:01.1,-0.00021171599999999895
00:01.1,-0.0001773829999999997
00:01.1,-0.00013732900000000027
00:01.1,-0.0001888279999999994
00:01.1,-0.0002517700000000001
00:01.1,-0.0002288819999999997
00:01.1,-0.000217437
00:01.1,-0.00023460400000000024
00:01.1,-0.0002346029999999999
00:01.1,-0.00018882699999999992
00:01.1,-0.00018882700000000079
00:01.1,-0.0003089900000000003
00:01.1,-0.00036621100000000083
00:01.1,-0.00018310599999999972
00:01.1,-0.00012016300000000039
00:01.1,-0.0001430510000000008
00:01.1,-0.00021743800000000035
00:01.2,-0.0001831060000000006
00:01.2,-0.00011443999999999951
00:01.2,-0.00013160600000000026
00:01.2,-0.00016593999999999984
00:01.2,-0.00017738400000000005
00:01.2,-0.0001659389999999995
00:01.2,-0.00016021699999999982
00:01.2,-0.00021171599999999895
00:01.2,-0.0001831060000000006
00:01.2,-0.00010871900000000104
00:01.2,-0.00013732900000000027
00:01.2,-0.00020599400000000014
00:01.2,-0.00016593900000000036
00:01.2,-0.00016593900000000036
00:01.2,-0.0001773829999999997
00:01.2,-0.00021743799999999949
00:01.2,-0.00021171600000000068
