,Elapsed_Time,EMG
0,00:00:00,3.923224255442615
1,00:00:00.004,-3.7395866215229017
2,00:00:00.008,-3.0954594165086733
3,00:00:00.012,-0.32750029675662495
4,00:00:00.016,1.5794045850634566
5,00:00:00.02,1.9462140053510701
6,00:00:00.024,1.1979165896773318
7,00:00:00.028,0.15859090583398944
8,00:00:00.032,-0.5894637405872349
9,00:00:00.036,-0.7728588953614238
10,00:00:00.04,-0.5601699538528921
11,00:00:00.044,-0.21026383619755534
12,00:00:00.048,0.07599065266549586
13,00:00:00.052,0.24375506956130227
14,00:00:00.056,0.2125468477606773
15,00:00:00.06,0.0984904756769537
16,00:00:00.064,-0.011076899478212
17,00:00:00.068,-0.06365355616435404
18,00:00:00.072,-0.0588360030669719
19,00:00:00.076,-0.029071029275655788
20,00:00:00.08,-0.00575945875607433
21,00:00:00.084,0.0061670397408306096
22,00:00:00.088,-6.166868843138912e-05
23,00:00:00.092,0.00859477487392724
24,00:00:00.096,0.004620804043952374
25,00:00:00.1,0.0322149870917201
26,00:00:00.104,-0.004289234420866706
27,00:00:00.108,-0.01581669524603057
28,00:00:00.112,0.014629296027123893
29,00:00:00.116,-0.014925578609108921
30,00:00:00.12,-0.029888499364460596
31,00:00:00.124,0.0005533649818971701
32,00:00:00.128,0.03012227755971252
33,00:00:00.132,0.01227745600044728
34,00:00:00.136,-0.01765786844771353
35,00:00:00.14,1.534819602969778e-06
36,00:00:00.144,0.00910408585332334
37,00:00:00.148,-0.00509011000394821
38,00:00:00.152,-0.01241325191222131
39,00:00:00.156,-0.0027018110267818408
40,00:00:00.16,0.014222414931282434
41,00:00:00.164,0.002233346691355111
42,00:00:00.168,0.004885854548774658
43,00:00:00.172,-0.011682141630444676
44,00:00:00.176,0.002234563027741389
45,00:00:00.18,0.00263693032320589
46,00:00:00.184,-0.002270719996886333
47,00:00:00.188,0.0020818520570173903
48,00:00:00.192,-0.0022390536032617214
49,00:00:00.196,-0.008468947722576553
50,00:00:00.2,0.003234501229599109
51,00:00:00.204,0.007742779067484665
52,00:00:00.208,0.0014956283848732706
53,00:00:00.212,-0.0013235628139227598
54,00:00:00.216,-0.00606080697616562
55,00:00:00.22,0.0026281367754563707
56,00:00:00.224,0.0007831561379134724
57,00:00:00.228,0.010877838991291355
58,00:00:00.232,-0.011594104580581192
59,00:00:00.236,-0.01860789861530061
60,00:00:00.24,0.031085482100024844
61,00:00:00.244,0.00441181659698487
62,00:00:00.248,-0.023884461668785675
63,00:00:00.252,0.00501065375283361
64,00:00:00.256,-0.0086609161226079
65,00:00:00.26,0.009807420894503599
66,00:00:00.264,-0.002560477034421641
67,00:00:00.268,0.014922669623047141
68,00:00:00.272,0.0005061881383880999
69,00:00:00.276,-0.015211896388791495
70,00:00:00.28,0.0006787970196455804
71,00:00:00.284,-0.0012223874218761912
72,00:00:00.288,-0.005344283068552632
73,00:00:00.292,0.006293082929914819
74,00:00:00.296,0.01130901696160436
75,00:00:00.3,0.0013268667971715366
76,00:00:00.304,-0.006255799962673338
77,00:00:00.308,0.00314069679006934
78,00:00:00.312,-0.003253555041737859
79,00:00:00.316,-0.009215448750182986
80,00:00:00.32,-0.007527572568506
81,00:00:00.324,0.0027457183750812025
82,00:00:00.328,0.006479046540334831
83,00:00:00.332,0.026371825486421592
84,00:00:00.336,-0.0066680033924057655
85,00:00:00.34,-0.00562754995189604
86,00:00:00.344,-0.01475346495863053
87,00:00:00.348,-0.00986413832288235
88,00:00:00.352,-0.00486122234724463
89,00:00:00.356,0.00986194249708203
90,00:00:00.36,0.0213033554609865
91,00:00:00.364,0.01259050494991243
92,00:00:00.368,-0.013392501510679772
93,00:00:00.372,-0.014494375791400671
94,00:00:00.376,-0.01043269480578602
95,00:00:00.38,0.003567398176528506
96,00:00:00.384,0.01694478449644519
97,00:00:00.388,-0.0092518002493307
98,00:00:00.392,0.00589955557370558
99,00:00:00.396,0.0087004960514605
100,00:00:00.4,-0.00043816538527608005
101,00:00:00.404,-0.013163433643057939
102,00:00:00.408,-0.005595686612650752
103,00:00:00.412,0.002990402164869007
104,00:00:00.416,-0.002113439026288689
105,00:00:00.42,0.004124482627958059
106,00:00:00.424,0.00919038720894605
107,00:00:00.428,0.000878591774380762
108,00:00:00.432,0.004984679049812261
109,00:00:00.436,-0.013820693886373192
110,00:00:00.44,-0.0089527836535126
111,00:00:00.444,-0.0015542418695986297
112,00:00:00.448,0.00806249806191772
113,00:00:00.452,0.022495785262435678
114,00:00:00.456,-0.01447349274531007
115,00:00:00.46,-0.01682382333092388
116,00:00:00.464,0.00873516639694575
117,00:00:00.468,0.009682687174063218
118,00:00:00.472,0.015321490063797648
119,00:00:00.476,-0.012687112321145819
120,00:00:00.48,-0.014568773563951226
121,00:00:00.484,-0.00406565540470183
122,00:00:00.488,-0.0058946388016920545
123,00:00:00.492,0.0064427731558680534
124,00:00:00.496,0.01033662189729511
125,00:00:00.5,0.0073062242008745705
126,00:00:00.504,0.003821264721409538
127,00:00:00.508,-0.006692762312013659
128,00:00:00.512,-0.003937143075745551
129,00:00:00.516,0.00213807215914133
130,00:00:00.52,-0.00033622269984333927
131,00:00:00.524,-0.0005985175957903266
132,00:00:00.528,-0.012945852271514006
133,00:00:00.532,0.0072519849054515344
