Elapsed_Time,EMG1,EMG2,EMG3,BioRadio Event
00:04.3,-0.013375074,-0.021071585,0.012814748,0
00:04.3,-0.021004239,-0.008454217,0.002039838,0
00:04.3,-0.001499813,0.013310687,-0.015816344,0
00:04.3,0.003498049,0.008569172,-0.007260615,0
00:04.3,0.013936422,-0.000423682,-0.000364156,0
00:04.3,-0.013667061,0.003180746,0.045649778,0
00:04.3,0.007392907,-0.004358382,-0.019435156,0
00:04.3,0.015470923,-0.010018501,-0.031882517,0
00:04.3,-0.013136424,-0.003722769,2.62E-05,0
00:04.3,-0.016681816,0.011148776,0.018874442,0
00:04.3,0.011533994,-0.000404901,0.018302854,0
00:04.3,0.004670784,-0.006350415,-0.011734385,0
00:04.3,0.028896257,-0.003048952,0.000609454,0
00:04.3,-0.037827741,0.024423558,-0.008895269,0
00:04.3,-0.016478952,-0.009468512,-0.014328854,0
00:04.3,0.024697252,-0.018184667,0.007736098,0
00:04.3,-0.000205533,0.001776824,0.006136078,0
00:04.3,0.012604292,0.011976786,0.006962762,0
00:04.3,0.002024037,0.006203288,0.004673673,0
00:04.3,-0.022481348,-0.005567061,-0.003619529,0
00:04.3,-0.004601097,0.007066275,-0.007230629,0
00:04.3,0.017374448,-0.011435373,-0.003329,0
00:04.4,-0.000778005,-0.010474772,0.000974885,0
00:04.4,-0.021778716,-0.006587634,0.009174683,0
00:04.4,0.008385884,0.010450684,-0.001261002,0
00:04.4,0.035710692,0.026850078,-0.007900778,0
00:04.4,0.005478252,-0.003311718,-0.017190052,0
00:04.4,-0.063802555,-0.00152414,0.024887675,0
00:04.4,-0.008080606,-0.027208863,0.04341187,0
00:04.4,0.029965838,-0.0092355,-0.033672091,0
00:04.4,0.036000468,0.022135366,-0.048312761,0
00:04.4,0.001949479,-0.000252418,-2.95E-05,0
00:04.4,-0.010816172,0.002813944,0.050631005,0
00:04.4,-0.036812291,0.008158463,-0.008480805,0
00:04.4,0.016027818,-0.001962129,-0.004647321,0
00:04.4,0.004729185,-0.012658816,-0.008250386,0
00:04.4,-0.028529681,0.002378552,0.005341612,0
00:04.4,0.022890372,0.00066812,0.011163004,0
00:04.4,0.005537958,-0.01473438,-0.007345794,0
00:04.4,0.012664215,0.017782792,-0.005431682,0
00:04.4,0.004196256,0.00980303,-0.004096317,0
00:04.4,-0.01341028,-0.005606344,0.002698643,0
00:04.4,-0.009412171,-0.013684887,0.001486639,0
00:04.4,-0.001268414,0.002152725,-0.002339193,0
00:04.4,-0.002535658,0.007330521,0.00550017,0
00:04.4,0.010225554,0.00315737,0.014306881,0
00:04.4,0.015484157,-0.003547295,-0.00153205,0
00:04.5,-0.032523967,-0.00555346,-0.016573755,0
00:04.5,-0.01622913,0.004965962,-0.01443054,0
00:04.5,0.049882106,0.000602986,-0.008344158,0
00:04.5,0.002868601,-0.005561885,-0.005356178,0
00:04.5,-0.04044139,-0.001659317,0.078319199,0
00:04.5,0.021544272,0.000435402,0.01413307,0
00:04.5,0.010502554,0.00574408,-0.064418919,0
00:04.5,-0.014898998,0.012474084,-0.044105601,0
00:04.5,-0.006922236,-0.005226136,0.012439068,0
00:04.5,0.022793503,-0.010560699,0.033690397,0
00:04.5,-0.011723022,-0.005079001,0.009694985,0
00:04.5,-0.015478175,0.00123923,0.006561828,0
00:04.5,0.006556173,0.014696832,-0.008753059,0
00:04.5,0.015232629,0.004481348,0.000119306,0
00:04.5,-0.001818573,-0.026629316,-0.010913461,0
00:04.5,-0.001778826,0.008732786,-0.007454046,0
00:04.5,-0.007921038,4.05E-06,0.016456285,0
00:04.5,0.010607173,0.001938239,-0.00055693,0
00:04.5,-0.016730318,0.020529615,-0.008859877,0
00:04.5,-0.024481684,-0.014558334,-0.001189391,0
00:04.5,0.025296289,-0.007994507,0.000900012,0
00:04.5,0.02222196,-0.000739754,0.011705659,0
00:04.5,0.023492217,0.003266044,-0.000277348,0
00:04.5,-0.029987773,0.012017567,-0.004660369,0
00:04.5,-0.015910039,0.000393259,0.012459681,0
00:04.6,0.000732017,-0.020751119,-0.025774507,0
00:04.6,0.004245236,0.003106203,-0.008777856,0
00:04.6,0.005075202,0.003867246,-0.001662361,0
00:04.6,-0.009285453,0.014973316,0.040772773,0
00:04.6,0.00807002,-0.000349352,7.51E-05,0
00:04.6,0.01628663,-0.011145931,-0.016963826,0
00:04.6,-0.033026792,0.001473323,-0.006917376,0
00:04.6,-0.000852841,-0.00360804,0.001385102,0
00:04.6,0.029246369,-0.002173016,-0.008084408,0
00:04.6,0.018962288,-0.003488589,0.017150074,0
00:04.6,-0.017568937,0.00214226,-0.010258881,0
00:04.6,-0.056219883,0.005436722,0.01354334,0
00:04.6,0.01329034,0.004747503,-0.005304721,0
00:04.6,0.0356456,0.001847055,-0.006655571,0
00:04.6,0.023469353,0.00108721,-0.000218449,0
00:04.6,-0.006002423,0.00389966,0.010028203,0
00:04.6,-0.01900149,-0.009800547,-0.012625919,0
00:04.6,-0.012122078,-0.014195597,-0.020793606,0
00:04.6,-0.012151588,0.006410864,0.036278896,0
00:04.6,0.014494594,0.0082618,0.032910589,0
00:04.6,-0.002654332,-0.000549109,-0.038920585,0
00:04.6,0.011849795,-0.001152734,-0.028259391,0
00:04.6,0.017193696,0.006346042,-0.015048406,0
00:04.6,-0.030030638,-0.000925733,0.046633571,0
00:04.6,0.001546544,-0.006110837,0.027374087,0
00:04.7,0.010172962,-0.009846775,-0.027490461,0
00:04.7,0.006759051,0.012358366,-0.022591813,0
00:04.7,-0.001802457,-0.004800378,0.007177745,0
00:04.7,-0.014612125,0.006172796,0.00836428,0
00:04.7,0.006398224,0.005466764,0.004387164,0
00:04.7,-0.001721676,-0.005554243,9.67E-05,0
00:04.7,-0.018203475,-0.013908152,0.006020392,0
00:04.7,0.033011034,0.012190054,-0.012499849,0
00:04.7,0.005546808,0.006080332,-0.022664474,0
00:04.7,-0.038544256,-0.009768554,0.02280971,0
00:04.7,-0.002821853,0.000918695,0.028074531,0
00:04.7,0.019535961,0.000192154,-0.019272493,0
00:04.7,0.028856099,0.000636498,-0.018458746,0
00:04.7,0.007313218,-0.003272293,-0.012412883,0
00:04.7,-0.01628175,0.006684592,0.020930825,0
00:04.7,-0.03304252,-0.000565533,0.035149403,0
00:04.7,-0.006713355,0.000492031,-0.021574849,0
00:04.7,0.014721115,0.001483315,-0.022419091,0
00:04.7,-0.014403057,0.000809472,-0.004274372,0
00:04.7,0.029664734,-0.004765936,0.006874478,0
00:04.7,0.01873943,-0.008081799,0.00310196,0
00:04.7,-0.000397425,-0.003187286,0.011982465,0
00:04.7,-0.028902639,0.006596251,0.016470278,0
00:04.7,-0.012427582,0.015761865,-0.007567437,0
00:04.7,0.014618387,-0.002049798,-0.011959372,0
00:04.8,-0.011244673,-0.01104166,-0.017932795,0
00:04.8,-0.001905109,-0.001150938,0.004188408,0
00:04.8,0.027806569,0.01222364,-0.006192945,0
00:04.8,0.002001459,-0.016499154,0.023189794,0
00:04.8,0.000619048,-0.008013738,0.004348898,0
00:04.8,-0.009471283,0.021612648,-0.003911251,0
00:04.8,-0.016409311,0.002996013,-0.011591872,0
00:04.8,-0.011796305,-0.002478238,0.004565858,0
00:04.8,0.017248737,-0.009234808,0.00216008,0
00:04.8,0.016405458,-0.000323461,-0.002160644,0
00:04.8,-0.003156953,0.003633473,-0.011608441,0
00:04.8,-0.011253676,0.001139186,0.026956828,0
00:04.8,-0.004596803,-0.013774519,0.008198521,0
00:04.8,0.006680384,0.001632696,-0.029198609,0
00:04.8,0.003381875,0.012520765,-0.014925455,0
00:04.8,-0.001263912,0.009636874,-0.002991409,0
00:04.8,0.009469312,-0.004380677,0.024421295,0
00:04.8,-0.007645518,-0.002610201,0.026942816,0
00:04.8,-0.005474828,-0.001765821,-0.012998048,0
00:04.8,-0.002012282,-0.005582056,-0.013154541,0
00:04.8,0.002883986,-0.003420127,-0.014201673,0
00:04.8,0.000109437,-0.003990097,0.000101188,0
00:04.8,-0.001789514,0.000218088,0.009479543,0
00:04.8,0.006957453,0.007930418,0.009851726,0
00:04.8,0.000647137,0.011095531,-0.003632922,0
00:04.9,-0.002524244,0.004666401,0.000499442,0
00:04.9,-0.006910443,-0.017155282,0.010022671,0
00:04.9,-0.007840237,-0.0049613,-0.017741783,0
00:04.9,0.019516729,0.013244865,-0.004113902,0
00:04.9,0.001600454,0.003548891,-0.003262223,0
00:04.9,-0.015058235,-0.012520233,0.012678072,0
00:04.9,0.013646871,-0.000408259,0.016564924,0
00:04.9,0.01077913,-0.001653349,-0.018414695,0
00:04.9,-0.033729635,0.001632023,-0.008061491,0
00:04.9,-0.009858766,0.013944716,0.01416395,0
00:04.9,0.031958867,-0.015121255,-0.008017032,0
00:04.9,0.022598822,0.00088325,-0.011103526,0
00:04.9,-0.024145547,0.025824897,0.016619915,0
00:04.9,-0.021186318,-0.024668293,0.029750263,0
00:04.9,0.014546832,-0.012380869,-0.018817788,0
00:04.9,0.007510227,0.015253566,-0.029054949,0
00:04.9,-0.006123739,0.004360998,-0.007919963,0
00:04.9,0.002326248,-0.000690345,0.008269551,0
00:04.9,-0.000753344,-3.24E-05,0.011270367,0
00:04.9,-0.001229108,-0.005694319,0.013787622,0
00:04.9,0.003572108,-0.002340129,0.006695111,0
00:04.9,0.000381953,0.001608234,-0.003950168,0
00:04.9,-0.010810729,0.007304672,-0.013194347,0
00:04.9,0.00294227,0.004692313,-0.005950013,0
00:04.9,-0.001218684,-0.006426993,-0.000162323,0
00:05.0,0.01471228,-0.003848883,-0.005404818,0
00:05.0,-0.00956033,-0.005791998,0.007067475,0
00:05.0,0.008024873,0.002032573,0.027163772,0
00:05.0,-0.002024796,0.002287023,-0.01347671,0
00:05.0,-0.013814928,0.003143435,-0.004968929,0
00:05.0,-0.012879738,0.004579851,-0.019004025,0
00:05.0,0.013026586,0.003037839,0.005921011,0
00:05.0,0.025332125,-0.016660258,0.005576825,0
00:05.0,-0.015648704,0.019493749,0.02989449,0
00:05.0,0.014132881,0.001812858,-0.031158833,0
00:05.0,0.005300283,-0.016564623,-0.007360437,0
00:05.0,-0.024525251,-0.009444361,0.004769478,0
00:00:05,-0.007440805,0.010014206,-0.000838762,0
00:05.0,-0.011376703,-0.004352923,0.016902363,0
00:05.0,0.009952721,0.006870886,0.005580335,0
00:05.0,0.020066055,0.004185458,-0.010605229,0
00:05.0,0.01692643,-0.006730029,1.61E-05,0
00:05.0,-0.02413656,0.019743038,-0.003203313,0
00:05.0,-0.016407443,-0.000839138,-0.013548253,0
00:05.0,0.013143931,-0.012761625,0.008617642,0
00:05.0,0.011119303,-0.016564496,0.011035879,0
00:05.0,0.00343936,0.002923434,-0.009672233,0
00:05.0,-0.011368225,0.003788313,-0.006702087,0
00:05.0,-0.026803356,0.005625817,0.028192038,0
00:05.0,0.027458491,0.011091051,0.015403923,0
00:05.1,0.025687505,-0.005821327,-0.04717429,0
00:05.1,-0.027808445,0.000612219,-0.010726873,0
00:05.1,-0.019061834,-0.002920605,-0.001475719,0
00:05.1,0.009972191,-0.008973886,0.021385673,0
00:05.1,0.017939134,0.011076225,0.046418857,0
00:05.1,0.019581564,0.007789726,-0.031228574,0
00:05.1,-0.038662605,-0.013156319,-0.030821495,0
00:05.1,0.001250818,-0.010690376,0.017506739,0
00:05.1,0.020304607,0.002817917,0.001882732,0
00:05.1,0.002306873,0.009990241,0.001427865,0
00:05.1,-0.02867732,0.010717598,0.000607573,0
00:05.1,0.008777241,-0.007363903,0.001934113,0
00:05.1,0.009730385,-0.002468643,-0.006666793,0
00:05.1,0.003857398,-0.005181467,0.003826721,0
00:05.1,-0.005603233,0.011669266,0.000792961,0
00:05.1,-0.007972928,-0.002803722,-0.004667413,0
00:05.1,0.012331369,-0.008130954,0.013608698,0
00:05.1,0.003915102,-0.01205765,-0.015305597,0
00:05.1,-0.011889447,0.011455643,2.50E-05,0
00:05.1,-0.008411944,0.010619584,0.010442552,0
00:05.1,0.006106358,0.000593683,-0.000726436,0
00:05.1,0.018182911,-0.001564446,-0.010382828,0
00:05.1,-0.001850631,-0.009952021,-0.003459697,0
00:05.1,-0.01893962,0.000243851,0.014244204,0
00:05.1,-0.00120661,0.000920493,0.002612135,0
00:05.2,0.014038303,0.006310239,-0.007693416,0
00:05.2,0.001872422,0.010656019,-0.004817777,0
00:05.2,-0.008015524,-0.020242952,0.004469066,0
00:05.2,-0.002497202,-0.004380993,-0.000790559,0
00:05.2,-0.003190574,0.008830794,-0.002228087,0
00:05.2,0.001924426,-0.001463182,0.015553683,0
00:05.2,0.008919918,0.006961276,-0.002607348,0
00:05.2,0.006332196,0.00783453,-0.019020434,0
00:05.2,0.000543926,-0.001156442,-0.003013948,0
00:05.2,-0.005898261,-0.009083144,0.008163357,0
00:05.2,-0.017606903,-0.011262564,0.009809595,0
00:05.2,0.003450122,-0.002050139,0.003129381,0
00:05.2,0.009899337,0.009589002,-0.006948528,0
00:05.2,0.021681508,0.011650215,-0.007169175,0
00:05.2,-0.03522712,-0.006372374,-0.000730786,0
00:05.2,-0.011390332,-0.010131316,0.010009822,0
00:05.2,0.0198458,0.002988078,0.010928218,0
00:05.2,0.008378865,0.016184589,-0.028890874,0
00:05.2,0.001247352,-0.006424136,0.034485735,0
00:05.2,0.012454152,-0.010234703,-0.010069252,0
00:05.2,0.01055008,0.007288724,-0.0313817,0
00:05.2,-0.036742765,-0.006589861,0.007884261,0
00:05.2,-0.020765133,0.003279025,0.003406916,0
00:05.2,0.021373041,-0.005232146,0.012820598,0
00:05.2,0.014523066,0.01033976,0.005378806,0
00:05.3,0.005960394,0.003113105,0.001487308,0
00:05.3,-0.001308983,-0.00681348,-0.00558041,0
00:05.3,-0.011337412,-0.004683816,-0.00749826,0
00:05.3,-0.007682489,-0.000122624,-0.000474473,0
00:05.3,0.001259461,0.006785888,0.002048753,0
00:05.3,-0.006499564,-0.001096255,0.002014207,0
00:05.3,0.023439879,0.010686467,0.000968657,0
00:05.3,-0.002367154,-0.010204948,-6.00E-05,0
00:05.3,-0.00552853,-0.007049014,0.005626511,0
00:05.3,0.008079787,-0.018274663,-0.019008119,0
00:05.3,-0.040479176,0.022203146,-0.001730556,0
00:05.3,0.001976386,0.01476957,0.048329018,0
00:05.3,0.0379094,-0.005328112,-0.019294165,0
00:05.3,0.022594849,-0.007958511,-0.033974726,0
00:05.3,0.002020931,-0.002007917,-0.023000637,0
00:05.3,-0.039210323,-0.00179627,0.045893744,0
00:05.3,-0.031913359,0.004872133,0.037600175,0
00:05.3,0.022058042,-0.001765153,-0.037635483,0
00:05.3,0.025272369,0.004951793,-0.018147418,0
00:05.3,0.012092362,-0.003314851,-0.002601863,0
00:05.3,-0.010693787,-0.001326719,0.016528867,0
00:05.3,-0.039761826,-0.000808602,0.008648524,0
00:05.3,0.004579022,-0.008685871,-0.006145836,0
00:05.3,0.024909893,0.003853399,0.007591215,0
00:05.3,0.012888646,0.000599239,-0.010056061,0
00:05.4,0.014250387,0.016501566,-0.00523951,0
00:05.4,-0.015099993,0.016099073,0.002082803,0
00:05.4,-0.037917793,-0.016135657,-0.001178764,0
00:05.4,-0.011345858,-0.02496131,0.005504396,0
00:05.4,0.030828532,-0.013064355,0.005386919,0
00:05.4,0.021077368,0.006543081,-0.006527297,0
00:05.4,0.005344396,0.020058585,-0.008451054,0
00:05.4,0.003970286,0.013798682,0.010655585,0
00:05.4,-0.041172765,0.016843447,0.002514386,0
00:05.4,-0.009288899,-0.021746298,-0.011924653,0
00:05.4,-0.000990784,-0.01966878,-0.003000924,0
00:05.4,0.023856213,0.000745659,0.049592283,0
00:05.4,0.030163396,0.014368392,-0.029172359,0
00:05.4,0.001690216,-0.011452416,-0.023174312,0
00:05.4,-0.035371542,-0.003157759,0.00186586,0
00:05.4,-0.013592658,0.015389876,-0.003609631,0
00:05.4,0.011820642,0.001578232,-0.002287959,0
00:05.4,0.01304631,-0.005316907,0.018927736,0
00:05.4,-0.013479465,-0.005491979,0.010854476,0
00:05.4,0.009217778,0.001902742,0.002664787,0
00:05.4,0.002540623,0.011720413,-0.005649324,0
00:05.4,-0.001204214,0.000300343,-0.012555235,0
00:05.4,-0.004385985,-0.016683521,-0.002202846,0
00:05.4,0.004386656,-0.007125622,-0.002765644,0
00:05.4,-0.000819367,0.018974591,0.003842687,0
00:05.5,-0.019258207,-0.002617678,0.006667412,0
00:05.5,0.026268147,0.006131076,-0.005672691,0
00:05.5,0.005027093,-0.008350745,0.012683478,0
00:05.5,-0.015679287,-0.001807817,0.003775459,0
00:05.5,0.000395003,0.000212817,-0.020943131,0
00:05.5,-0.02588466,-0.005651538,0.000257475,0
00:05.5,0.005972706,0.002247039,-0.01151043,0
00:05.5,0.033221267,0.000885856,-0.009799321,0
00:05.5,0.007683705,0.013983807,0.076738432,0
00:05.5,0.010377542,0.004605814,0.006363691,0
00:05.5,-0.015430213,-0.005544511,-0.072178684,0
00:05.5,-0.034552485,-0.015242772,-0.019357767,0
00:05.5,-0.012416402,-0.010945922,0.005128352,0
00:05.5,0.016461719,0.006934944,0.032435663,0
00:05.5,0.031585068,0.016941758,0.011914155,0
00:05.5,0.000153627,0.013297604,0.004439505,0
00:05.5,-0.018433575,-0.022006158,-0.006827823,0
00:05.5,0.003185562,-0.007407212,-0.010884395,0
00:05.5,-0.003002776,0.012773609,-0.001588032,0
00:05.5,0.000523749,-0.006146784,-0.001587833,0
00:05.5,0.005295833,-0.005802725,-0.001717648,0
00:05.5,-0.003264545,0.012480536,0.009975651,0
00:05.5,0.005122142,0.002775777,-0.000269236,0
00:05.5,-0.012633013,-0.000273657,-0.009680485,0
00:05.5,-0.001198919,-0.007598247,0.001152628,0
00:05.6,0.00449129,0.00207448,-1.59E-05,0
00:05.6,-0.001226755,-0.005169519,0.015215023,0
00:05.6,0.00447103,-0.003712863,0.002235494,0
00:05.6,0.027544577,0.006615216,-0.021532053,0
00:05.6,-0.036394987,0.005691966,-0.011407157,0
00:05.6,-0.003303205,-0.004824563,0.03887026,0
00:05.6,0.016879551,0.010208291,-0.011996605,0
00:05.6,0.018934701,0.006393809,-0.012995999,0
00:05.6,-0.019155731,-0.020607792,-0.001670933,0
00:05.6,-0.025181705,-0.014229548,0.006008029,0
00:05.6,0.006670131,0.004162819,-0.001507673,0
00:05.6,0.011424124,0.023995915,0.000780566,0
00:05.6,0.010541673,0.001929272,0.017599791,0
00:05.6,0.007011863,-0.003975809,-0.002645376,0
00:05.6,-0.013598313,-0.010076372,-0.014190963,0
00:05.6,-0.000812695,-0.000437601,-0.012604265,0
00:05.6,0.002569326,-0.006460542,8.24E-05,0
00:05.6,-0.011030728,0.009272526,0.016779382,0
00:05.6,0.011191354,0.006967837,0.013771037,0
00:05.6,0.003842313,-0.003650925,-0.015501789,0
00:05.6,-0.021710718,0.004400363,-0.004559249,0
00:05.6,0.002251634,-0.007016333,0.002867959,0
00:05.6,0.014994722,-0.009644669,0.000329274,0
00:05.6,0.013226354,0.001241827,0.002169384,0
00:05.6,0.008247943,0.005934744,-0.001621446,0
00:05.7,-0.029241571,0.007398621,-0.007436919,0
00:05.7,-0.016896199,0.004390664,0.014316021,0
00:05.7,0.009428022,-0.012607484,-0.008350992,0
00:05.7,0.024389844,0.018838657,-0.005487225,0
00:05.7,-0.003759215,-0.01876073,0.022548802,0
00:05.7,-0.007731199,-0.008840841,-0.004018647,0
00:05.7,0.004777662,-0.00036849,-0.0218189,0
00:05.7,0.009569599,0.01082297,-0.010623475,0
00:05.7,-0.025887996,0.003870935,0.008159517,0
00:05.7,-0.007775869,0.01378082,0.046722416,0
00:05.7,0.017852802,-0.005672282,-0.020247102,0
00:05.7,0.0127689,-0.010487434,-0.022181844,0
00:05.7,-0.005248927,-0.011141242,-0.010027357,0
00:05.7,-0.010973655,-0.003531608,0.002471191,0
00:05.7,-0.001019392,0.012054136,0.02544665,0
00:05.7,0.010258835,0.009329275,0.011511803,0
00:05.7,0.006693484,-0.002311499,-0.02003259,0
00:05.7,-0.00246049,-0.007869146,-0.017742503,0
00:05.7,0.001172037,0.004229367,0.010360106,0
00:05.7,-0.03069675,0.009740702,0.026330398,0
00:05.7,-0.007646682,-0.001992658,-0.013754619,0
00:05.7,0.027584001,-0.007297697,-0.003953939,0
00:05.7,0.01735286,-0.012517047,-0.015422936,0
00:05.7,-0.004744528,-0.004661962,0.000900493,0
00:05.7,-0.004558711,0.014283904,0.022740467,0
00:05.8,-0.001033245,0.004103181,-0.00813952,0
00:05.8,-0.00594501,0.000855392,-0.008077597,0
00:05.8,-0.002837969,-0.002317931,0.003664938,0
00:05.8,-0.009602466,0.005384993,-0.003584964,0
00:05.8,-0.012730928,0.000898247,0.01179483,0
00:05.8,0.029609839,-0.005852758,0.024315566,0
00:05.8,0.012611461,-0.00289714,-0.025022008,0
00:05.8,-0.002110194,-0.007615915,-0.028216362,0
00:05.8,-0.008933119,0.001644034,0.001607682,0
00:05.8,0.001935538,0.011746813,0.01795109,0
00:05.8,-0.011955071,0.000926194,0.004648323,0
00:05.8,-0.009855952,-0.002918213,0.010493924,0
00:05.8,-0.016237244,0.001291185,0.0101622,0
00:05.8,0.025101986,-0.007333018,-0.022147499,0
00:05.8,0.021216586,-0.003198052,-0.004590151,0
00:05.8,0.010730002,0.014576862,-0.007709189,0
00:05.8,-0.009848654,-0.013749754,0.011359394,0
00:05.8,-0.039095722,0.001572789,-0.002647739,0
00:05.8,0.010082359,0.003008397,0.001439751,0
00:05.8,0.010887381,0.000966695,-0.005104637,0
00:05.8,-0.00480327,0.009859441,0.018612724,0
00:05.8,0.008055138,-0.00227121,0.009563215,0
00:05.8,0.001401069,-0.009996401,-0.008496167,0
00:05.8,0.007751536,0.00582409,-0.019781379,0
00:05.8,0.00362666,-0.003870816,-0.007385572,0
00:05.9,-0.021342751,-0.003344619,-0.005284561,0
00:05.9,-0.009229038,0.001999889,0.011252392,0
00:05.9,0.013917856,-0.001842088,0.015077972,0
00:05.9,0.003420834,0.002890737,0.004923053,0
00:05.9,0.003947909,0.003016198,-0.0123374,0
00:05.9,-0.013093531,0.003301137,0.029947089,0
00:05.9,-0.002111343,-0.010819223,-0.024083506,0
00:05.9,0.024504939,0.017328691,-0.008925428,0
00:05.9,0.005955633,-0.006740718,-0.013218922,0
00:05.9,-0.045315877,-0.01933522,-0.000213723,0
00:05.9,0.011143733,0.004398375,0.013869015,0
00:05.9,0.028842364,0.01838286,0.021710925,0
00:05.9,-0.001836574,0.002858788,-0.008558669,0
00:05.9,-0.027666494,-0.011634924,-0.015501894,0
00:05.9,0.005174711,-0.000763429,0.005397788,0
00:05.9,0.014805018,-0.003152187,0.000991495,0
00:05.9,-0.006837057,-0.002076248,0.001844913,0
00:05.9,0.00793498,0.008714775,-8.54E-05,0
00:05.9,-0.001766602,-0.001448364,-0.005583616,0
00:05.9,-0.004774555,0.004682334,-0.001664097,0
00:05.9,0.008885602,0.004820576,-0.007965113,0
00:05.9,-0.019023592,0.001045543,0.013528313,0
00:05.9,-0.002790326,-0.017412877,0.041814558,0
00:05.9,0.011993502,-0.019908419,-0.032459371,0
00:05.9,-0.005030292,0.00392846,-0.032231692,0
00:06.0,0.007368112,0.030951871,0.006013918,0
00:06.0,0.007124012,0.017972713,0.007566589,0
00:06.0,-0.006568687,-0.014496158,-0.0040674,0
00:06.0,-0.003542431,-0.018337267,0.034425087,0
00:06.0,-0.025842572,-0.009179462,0.012559421,0
00:06.0,0.032617886,0.024094699,-0.037704289,0
00:06.0,0.017018147,-0.006374504,-0.016847819,0
00:06.0,0.002773876,-0.01445955,0.00701363,0
00:06.0,-0.029949758,0.012561915,0.014241577,0
00:06.0,-0.02214903,0.002687084,0.008037293,0
00:06.0,0.020099407,-0.003197118,-0.002060106,0
00:06.0,0.002120076,-0.008068126,0.001575638,0
00:00:06,0.01205931,0.012643599,-0.013474197,0
00:06.0,0.008303986,0.008842534,-0.004111814,0
00:06.0,-0.016567593,-0.006914063,0.005443404,0
00:06.0,-0.002710586,-0.009114612,0.005897311,0
00:06.0,-0.009568821,-0.015212729,-0.005615859,0
00:06.0,-0.00167989,0.008112174,0.011496424,0
00:06.0,0.024622303,0.013504975,-0.005801453,0
00:06.0,0.023566524,0.006171369,0.01574203,0
00:06.0,-0.040721223,-0.008032918,-0.00753193,0
00:06.0,-0.034678653,-0.001716071,-0.02141404,0
00:06.0,0.035767537,-0.004351916,-0.008607959,0
00:06.0,0.027443444,0.001678724,-0.002764873,0
00:06.0,0.012158487,0.017396387,0.006881753,0
00:06.1,-0.024223797,-0.012151919,0.052637499,0
00:06.1,-0.028265141,-0.001075504,-0.00551961,0
00:06.1,-0.001156274,-0.016249971,-0.025700837,0
00:06.1,-0.00407736,-0.00366461,-0.014654716,0
00:06.1,0.030897655,0.016953712,-0.014691119,0
00:06.1,0.011344085,0.006070744,0.006576013,0
00:06.1,0.002732097,0.009543564,0.017915575,0
00:06.1,-0.011342289,-0.000717777,0.008794052,0
00:06.1,-0.027609544,-0.014454195,-0.001675747,0
00:06.1,0.010645877,-0.009163365,-0.00232586,0
00:06.1,-0.003001558,0.00188146,-0.005459352,0
00:06.1,0.006029445,0.003288564,0.001010549,0
00:06.1,0.013238079,0.006307707,-0.008156244,0
00:06.1,0.016413033,0.005391054,0.000299812,0
00:06.1,-0.027164003,-0.002400645,0.021297332,0
00:06.1,-0.02648914,-0.004116933,-0.00703306,0
00:06.1,0.006869066,-0.004775619,-0.008731626,0
00:06.1,0.029063499,-0.002712324,-0.004914261,0
00:06.1,0.013126751,0.000334621,-0.004367742,0
00:06.1,0.000904794,0.012865341,0.006652982,0
00:06.1,-0.012942045,0.013864728,-0.00385653,0
00:06.1,0.001100515,0.003248439,0.010289035,0
00:06.1,-0.026824329,-0.044147737,0.000747136,0
00:06.1,-0.007021634,-0.008381097,0.01812648,0
00:06.1,-0.00808027,0.019191712,-0.003430429,0
00:06.2,0.018838795,0.015626116,-0.030803345,0
00:06.2,0.045282323,0.012523377,-0.009482326,0
00:06.2,0.000766847,-0.016068062,0.011480803,0
00:06.2,-0.020358128,-0.006839974,0.013180021,0
00:06.2,-0.00393652,0.002566291,0.008716907,0
00:06.2,-0.029901315,0.016087843,-0.004490547,0
00:06.2,0.006774388,-0.004069236,0.000153927,0
00:06.2,0.002124159,-0.016375082,-0.017465869,0
00:06.2,-0.001942556,-0.009646575,0.017399907,0
00:06.2,0.028331751,0.007172785,-0.004130269,0
00:06.2,0.016715202,0.011879822,-0.00437487,0
00:06.2,-0.030120224,0.001580691,-0.014501009,0
00:06.2,-0.005711064,0.000695015,-0.000184002,0
00:06.2,0.011608782,-0.005591578,0.042133667,0
00:06.2,-0.035061792,0.001469083,-0.011307555,0
00:06.2,0.005933837,-0.002962827,-0.020118359,0
00:06.2,0.049202327,0.019971108,-0.016453873,0
00:06.2,-0.01590932,-0.022325136,0.036696941,0
00:06.2,-0.008084102,-0.001993685,0.008190718,0
00:06.2,0.000639904,-0.002995455,-0.027822567,0
00:06.2,-0.011030247,-0.001804025,-0.012136424,0
00:06.2,0.009360796,0.011504601,-0.001101435,0
00:06.2,0.003691127,0.018580023,0.011778928,0
00:06.2,0.002363336,-0.009056242,0.030703077,0
00:06.2,-0.013938288,-0.012395267,-0.016187744,0
00:06.3,-0.002187509,-0.006066827,-0.005617964,0
00:06.3,-0.002355784,0.000869572,-0.002812572,0
00:06.3,0.010819847,-0.001778339,-0.007971556,0
00:06.3,0.010019738,0.010323003,0.005269174,0
00:06.3,0.003192897,0.01136972,0.003256555,0
00:06.3,0.007241095,-0.00138059,-0.00059776,0
00:06.3,-0.019921189,-0.01545728,-0.004125593,0
00:06.3,-0.05296417,-0.007052621,-0.005495689,0
00:06.3,0.03515752,0.015596604,0.045263302,0
00:06.3,0.04300816,0.006039685,-0.031084452,0
